wl,em,Data copyright Molecular Probes
544,0
545,8.541561633
546,8.138430849
547,8.717233216
548,9.586787044
549,10.82789325
550,12.56832953
551,14.39518522
552,16.63824654
553,19.2269287
554,22.21983907
555,25.16844171
556,28.41206868
557,31.5700264
558,35.33196943
559,39.88900568
560,43.62557496
561,47.69865895
562,51.73233977
563,55.68668678
564,59.86129296
565,64.12077564
566,67.89626608
567,70.87334868
568,74.27131337
569,77.39137715
570,80.31880114
571,83.13127112
572,86.09271141
573,88.34285377
574,90.60844279
575,92.07426341
576,93.81634511
577,94.14931723
578,95.66170362
579,96.82247089
580,97.46497242
581,98.83951872
582,99.17393933
583,100
584,99.91354662
585,99.55548203
586,99.50933062
587,99.9093783
588,99.15345021
589,98.4628109
590,98.29489826
591,97.19292213
592,96.77133089
593,95.49581604
594,95.23911154
595,94.67922095
596,93.76740394
597,93.32520062
598,92.25751053
599,91.26712856
600,90.15879659
601,89.36374136
602,87.95973135
603,86.39884278
604,85.28770106
605,84.56798902
606,83.90632455
607,83.16123393
608,82.1658565
609,80.2748221
610,78.70157432
611,77.46937195
612,76.50525966
613,75.92059695
614,74.57612715
615,73.24305656
616,71.83736472
617,70.52601617
618,69.01197403
619,67.43744531
620,66.61327058
621,64.93154976
622,62.84625753
623,61.93864538
624,60.74232149
625,60.1901045
626,59.6114034
627,58.12736689
628,57.28746007
629,56.39064648
630,55.59056827
631,54.5042306
632,53.17643504
633,52.21227238
634,50.80610213
635,49.94786105
636,49.02668462
637,48.08088147
638,47.12901653
639,46.09409083
640,45.41368618
641,44.09471305
642,43.37776355
643,42.32801607
644,41.39117865
645,40.62757842
646,39.2446411
647,38.67057323
648,37.79022608
649,36.97150701
650,35.89351346
651,35.20148206
652,34.77845662
653,34.02190795
654,33.03738766
655,33.12216313
656,32.3164455
657,31.84429739
658,30.93838169
659,30.13338251
660,29.513727
661,28.32776791
662,28.30357128
663,27.98492979
664,27.41333254
665,26.39626394
666,25.96263295
667,25.15647627
668,25.11774465
669,24.29479465
670,23.65903521
671,23.47854995
672,23.24171578
673,21.85867926
674,21.77386573
675,20.93670846
676,20.32492573
677,19.87557654
678,19.34209314
679,18.76606434
680,18.87879046
681,18.12834871
682,17.94535974
683,17.54790108
684,17.17395172
685,16.426248
686,16.48071491
687,16.01626407
688,16.26846456
689,15.66974061
690,15.2683289
691,14.80299329
692,14.72889731
693,14.39601911
694,14.2672307
695,14.10535626
696,13.44539264
697,13.20745737
698,13.07640564
699,12.48796967
700,12.29486825
701,12.23984428
702,12.1880613
703,11.766554
704,11.58387578
705,11.33968577
706,10.93696166
707,10.8550105
708,10.85346831
709,10.38053236
710,10.30953001
711,10.23953941
712,10.02511133
713,9.395312079
714,9.680386714
715,9.258393775
716,9.218925996
717,9.143961094
718,8.884230416
719,8.85395979
720,8.763207144
721,8.512221056
722,8.36806072
723,8.353441856
724,7.887108664
725,7.824366107
726,7.764475787
727,7.521316197
728,7.369119228
729,6.986011287
730,6.852659762
731,7.050708724
732,6.95056399
733,6.94409582
734,6.748589839
735,6.743800467
736,6.34398069
737,6.211635033
738,6.368645594
739,5.988798147
740,6.353666731
741,6.055601601
742,6.099910035
743,6.157389869
744,5.595423713
745,5.525087184
746,5.429329397
747,5.523430521
748,5.3701747
749,5.659742392
750,5.413261868
751,0
